run,mode,lr,beta2,seed,status,loss,tokens,directory,recipe_identity
synchronous-lr0.0024-beta20.999-seed44,synchronous,0.0024,0.999,44,complete,3.5677561865331033,408071168,synchronous-lr0.0024-beta20.999-seed44/attempt-001,afa0082d00e49b988b27c9d837118d2cc14753eb5690720cada0dee28c0bff18
synchronous-lr0.0026-beta20.95-seed42,synchronous,0.0026,0.95,42,complete,3.609080012782781,408071168,synchronous-lr0.0026-beta20.95-seed42/attempt-001,6031049b709848942a6acc51f165c86e9d7a269eead96c0a4734b557c25880ba
synchronous-lr0.0026-beta20.95-seed43,synchronous,0.0026,0.95,43,complete,3.6133611510136436,408071168,synchronous-lr0.0026-beta20.95-seed43/attempt-001,af7406703b402ee3e98b81f0daa436fc10f6defcbf710c53c126bbd3e3fea8eb
synchronous-lr0.0026-beta20.95-seed44,synchronous,0.0026,0.95,44,complete,3.6169752447913166,408071168,synchronous-lr0.0026-beta20.95-seed44/attempt-001,2b9c3168a698ec5a0e2637c9ae86ba985ffd2ee55dbb4cbc32dc48fc1acee40f
synchronous-lr0.0026-beta20.98-seed42,synchronous,0.0026,0.98,42,complete,3.5797651264937658,408071168,synchronous-lr0.0026-beta20.98-seed42/attempt-001,4b3bbd3e19ed7e672134fc5ccbc8707739e88d7770c47e03a81dc56b96f2cbb2
synchronous-lr0.0026-beta20.98-seed43,synchronous,0.0026,0.98,43,complete,3.5845016497947304,408071168,synchronous-lr0.0026-beta20.98-seed43/attempt-001,6b672894f179384474292c61a5f1894eae8e07f41e0af94a517595bc386936e3
synchronous-lr0.0026-beta20.98-seed44,synchronous,0.0026,0.98,44,complete,3.588501257796993,408071168,synchronous-lr0.0026-beta20.98-seed44/attempt-001,d811f11149f5f7757c63ad8b1a1b579c7c3d7c0c99143a5e38ce010b4104fb2c
synchronous-lr0.0026-beta20.999-seed42,synchronous,0.0026,0.999,42,complete,3.5735184007403875,408071168,synchronous-lr0.0026-beta20.999-seed42/attempt-001,849543689458676d4cb905447daf47761eab37d4c5c06e8ed87e687cf5894011
synchronous-lr0.0026-beta20.999-seed43,synchronous,0.0026,0.999,43,complete,3.5637705116102287,408071168,synchronous-lr0.0026-beta20.999-seed43/attempt-001,8be49690cb6f0aecdb91a92f3a1cfd3b72b1e3e95734c4c80035ddc309697d2f
synchronous-lr0.0026-beta20.999-seed44,synchronous,0.0026,0.999,44,complete,3.562743722127688,408071168,synchronous-lr0.0026-beta20.999-seed44/attempt-001,6da008ed87a7ee36589d96687339971390af551a27005a29c394a0654d195e21
packed-4-lr0.0040-beta20.95-seed42,packed-4,0.004,0.95,42,complete,3.7721831568657542,408068096,packed-4-lr0.0040-beta20.95-seed42/attempt-001,5d2e3187b0df00f71885b55217c137a734e3d8c5c5e5cecc8e35ef24204050e9
packed-4-lr0.0040-beta20.95-seed43,packed-4,0.004,0.95,43,complete,3.767037372041985,408068096,packed-4-lr0.0040-beta20.95-seed43/attempt-001,3cf069d2608f6d55b8e6d180fcfcb3ba539de1244d651a9970bc58f1c014b225
packed-4-lr0.0040-beta20.95-seed44,packed-4,0.004,0.95,44,complete,3.7686322666189525,408068096,packed-4-lr0.0040-beta20.95-seed44/attempt-001,87b0b725e2b5c2e30828e217ad908546679a43196409fa0d477d7c06c8c34e61
packed-4-lr0.0040-beta20.98-seed42,packed-4,0.004,0.98,42,complete,3.676776879153307,408068096,packed-4-lr0.0040-beta20.98-seed42/attempt-001,6cdfa6e5830cd42bf5af825cbb2130d33dc7a2d86b3cfab489d144593e4675cf
packed-4-lr0.0040-beta20.98-seed43,packed-4,0.004,0.98,43,complete,3.6843489830877285,408068096,packed-4-lr0.0040-beta20.98-seed43/attempt-001,923262905e5e6ca7424b65f0344cfa568599d9999af2ddedc6fcb5386d15c1ba
packed-4-lr0.0040-beta20.98-seed44,packed-4,0.004,0.98,44,complete,3.671924991642262,408068096,packed-4-lr0.0040-beta20.98-seed44/attempt-001,12de75c61e88dda664f1aecb6c872319c2e5d37004cc1d70f096e9b7b2c9c463
packed-4-lr0.0040-beta20.999-seed42,packed-4,0.004,0.999,42,complete,3.589763796889349,408068096,packed-4-lr0.0040-beta20.999-seed42/attempt-001,d74d5a504240ee1072799575bab5fe99ed4f1fd36a3de3163571b8718bed7214
packed-4-lr0.0040-beta20.999-seed43,packed-4,0.004,0.999,43,complete,3.5960399876538878,408068096,packed-4-lr0.0040-beta20.999-seed43/attempt-001,211c5871526f808077dddcfc566aa34563dc31b8e72c888bc43d3f5c9fd48448
packed-4-lr0.0040-beta20.999-seed44,packed-4,0.004,0.999,44,complete,3.5945963344697747,408068096,packed-4-lr0.0040-beta20.999-seed44/attempt-001,300b105edd074dd8734318899245faef632aeb576660b906811f3f3798e9680a
packed-4-lr0.0044-beta20.95-seed42,packed-4,0.0044,0.95,42,complete,3.755671531379124,408068096,packed-4-lr0.0044-beta20.95-seed42/attempt-001,aa1b132b362a0e098999c768afe3747939c542cff5eb39c78bcbda8a0f184ed8
packed-4-lr0.0044-beta20.95-seed43,packed-4,0.0044,0.95,43,complete,3.764907859044823,408068096,packed-4-lr0.0044-beta20.95-seed43/attempt-001,44f891ba24b049e2cd15874888afc3131bc6c7b05dff1aaa2bf7f8a0091a2e32
packed-4-lr0.0044-beta20.95-seed44,packed-4,0.0044,0.95,44,complete,3.7703068917735525,408068096,packed-4-lr0.0044-beta20.95-seed44/attempt-001,e5f6338253f0b1069f77da030b64a25e9eaf7710ad5cbebe85b7627d3467bfdd
packed-4-lr0.0044-beta20.98-seed42,packed-4,0.0044,0.98,42,complete,3.6652586784727137,408068096,packed-4-lr0.0044-beta20.98-seed42/attempt-001,ee7c60ccbe87548deb47600fa4ff171ae608da63798ae225124bf6081e0f3404
packed-4-lr0.0044-beta20.98-seed43,packed-4,0.0044,0.98,43,complete,3.667299272989844,408068096,packed-4-lr0.0044-beta20.98-seed43/attempt-001,cc9bbcbb557d669d0876273146985bdb305e02fff4015c1da4203ba4acac351e
packed-4-lr0.0044-beta20.98-seed44,packed-4,0.0044,0.98,44,complete,3.659880946670043,408068096,packed-4-lr0.0044-beta20.98-seed44/attempt-001,8b039e05c593d068a3c9bfe928679ae8899a2768722a3c276a6873e2fde13462
packed-4-lr0.0044-beta20.999-seed42,packed-4,0.0044,0.999,42,complete,3.5944936882955556,408068096,packed-4-lr0.0044-beta20.999-seed42/attempt-001,a118c4b304e000d104973c6b174d3fbd09e6dd90ec11be661d6e8c7ce5c61f6f
packed-4-lr0.0044-beta20.999-seed43,packed-4,0.0044,0.999,43,complete,3.5920402516604995,408068096,packed-4-lr0.0044-beta20.999-seed43/attempt-001,f99db94964247814e942d6fef9baa02d7c56bd56b01483936d2a4450880782e3
packed-4-lr0.0044-beta20.999-seed44,packed-4,0.0044,0.999,44,complete,3.5927347205883917,408068096,packed-4-lr0.0044-beta20.999-seed44/attempt-001,7110e7bfcd3c6bb12f8b919e56754127339d6ea4ee50ff4ca583a25565e24d36
packed-8-lr0.0040-beta20.95-seed42,packed-8,0.004,0.95,42,complete,3.9170699327142287,408068096,packed-8-lr0.0040-beta20.95-seed42/attempt-001,0959b93e190e4f70f2796e19f167e686b5da3654ed5a99f69606850beab7f52e
packed-8-lr0.0040-beta20.95-seed43,packed-8,0.004,0.95,43,complete,3.921952970558297,408068096,packed-8-lr0.0040-beta20.95-seed43/attempt-001,fc7e1b5a61c252217667aa39393d0791af8c2742e41bb83fb60f9bbab915de94
packed-8-lr0.0040-beta20.95-seed44,packed-8,0.004,0.95,44,complete,3.923811334635717,408068096,packed-8-lr0.0040-beta20.95-seed44/attempt-001,c12d9887893b1ea85b2da5127d5b14e072eb4c23402c43018d22a9ee27733add
packed-8-lr0.0040-beta20.98-seed42,packed-8,0.004,0.98,42,complete,3.761207487831357,408068096,packed-8-lr0.0040-beta20.98-seed42/attempt-001,2658ba76576bbfc238e304e49f6e6045ca40bfacdcc4a37c9bb6f48ea70ab4e4
packed-8-lr0.0040-beta20.98-seed43,packed-8,0.004,0.98,43,complete,3.7842085022255003,408068096,packed-8-lr0.0040-beta20.98-seed43/attempt-001,95887ac3757df90dc44d3bd274d775db2bdbc2b495e9264c94c50b3d65df26ef
packed-8-lr0.0040-beta20.98-seed44,packed-8,0.004,0.98,44,complete,3.772608918323859,408068096,packed-8-lr0.0040-beta20.98-seed44/attempt-001,edb4df7187a2a804342522f9029b418438ea819efc2ba6e1e085a9f658916d28
packed-8-lr0.0040-beta20.999-seed42,packed-8,0.004,0.999,42,complete,3.6242603475034754,408068096,packed-8-lr0.0040-beta20.999-seed42/attempt-001,dc24d370f078753febebf2ffac07775aa8f2f3d27fb3766853a65a462e8c897f
packed-8-lr0.0040-beta20.999-seed43,packed-8,0.004,0.999,43,complete,3.631848118349113,408068096,packed-8-lr0.0040-beta20.999-seed43/attempt-001,9eaeeeaa38281cef45ace4242b6ceac87e770906907bd4621471e82f0135e799
packed-8-lr0.0040-beta20.999-seed44,packed-8,0.004,0.999,44,complete,3.641321667267858,408068096,packed-8-lr0.0040-beta20.999-seed44/attempt-001,f9495ac29f1ea12df7b27356b8be0721221df8115def34d533803ca19080df96
packed-8-lr0.0044-beta20.95-seed42,packed-8,0.0044,0.95,42,complete,3.9173662529526174,408068096,packed-8-lr0.0044-beta20.95-seed42/attempt-001,bd23063ce49b7eadcefc7ab812e2c14cc94d4f158d99d7c8e6952d01d9b22674
packed-8-lr0.0044-beta20.95-seed43,packed-8,0.0044,0.95,43,complete,3.9185209090986124,408068096,packed-8-lr0.0044-beta20.95-seed43/attempt-001,7668568b8f8764c6c23efc8341a5698adc413e4d40f990e4f3b6971704745af7
packed-8-lr0.0044-beta20.95-seed44,packed-8,0.0044,0.95,44,complete,3.9175014024351995,408068096,packed-8-lr0.0044-beta20.95-seed44/attempt-001,d077515f27f02b8aa08b2516a4a79c19a2bab0283f772e74a77a7b1c7631f115
packed-8-lr0.0044-beta20.98-seed42,packed-8,0.0044,0.98,42,complete,3.754047217307017,408068096,packed-8-lr0.0044-beta20.98-seed42/attempt-001,06bbd6bd433e2d64fa2f4ae48f11957f497bb67aea9d74bc6eed640a238ed18e
packed-8-lr0.0044-beta20.98-seed43,packed-8,0.0044,0.98,43,complete,3.782250007703975,408068096,packed-8-lr0.0044-beta20.98-seed43/attempt-001,7bdbf135a28193a9e64ad3acad4e4695bad3b3cebef54a3758568a5f58aa9668
packed-8-lr0.0044-beta20.98-seed44,packed-8,0.0044,0.98,44,complete,3.770786982194311,408068096,packed-8-lr0.0044-beta20.98-seed44/attempt-001,50d2a1265895bfa3c1dcedbd999ba8557cfbf6d12b37c0e2f6cad68bce518215
packed-8-lr0.0044-beta20.999-seed42,packed-8,0.0044,0.999,42,complete,3.6295054877654147,408068096,packed-8-lr0.0044-beta20.999-seed42/attempt-001,88183e98e1e42660290cee919553afa658bb3af8d5f2699ee0586be9c20d1ada
packed-8-lr0.0044-beta20.999-seed43,packed-8,0.0044,0.999,43,complete,3.629233376466889,408068096,packed-8-lr0.0044-beta20.999-seed43/attempt-001,997d1e54824d92df1df1970ca2f0c20f2dcb8cc9fb27d9147ae0b9fb128c027b
packed-8-lr0.0044-beta20.999-seed44,packed-8,0.0044,0.999,44,complete,3.6377627699250246,408068096,packed-8-lr0.0044-beta20.999-seed44/attempt-001,75b1675699fff6517f9397d51cda31d41b78ab907eea3cec9ba0f73aee0a823c
synchronous-lr0.0028-beta20.95-seed42,synchronous,0.0028,0.95,42,complete,3.608437074735801,408071168,synchronous-lr0.0028-beta20.95-seed42/attempt-001,4d00c9b5858884cd3dfdb11567dea5e4413bb368fe433cf3756ff39923625653
synchronous-lr0.0028-beta20.95-seed43,synchronous,0.0028,0.95,43,complete,3.624306684737119,408071168,synchronous-lr0.0028-beta20.95-seed43/attempt-001,d00e5dca3ba548eb938c6f204e6bb502151501058e6bdfea8f9874540adca722
synchronous-lr0.0028-beta20.95-seed44,synchronous,0.0028,0.95,44,complete,3.6090897116898164,408071168,synchronous-lr0.0028-beta20.95-seed44/attempt-001,5c45da3761e9476b794e31caa0936a639d5af1fe42d1eed3f88fa18b4c9c11b2
synchronous-lr0.0028-beta20.98-seed42,synchronous,0.0028,0.98,42,complete,3.5834367882154226,408071168,synchronous-lr0.0028-beta20.98-seed42/attempt-001,9fd2005f1414e4cbf4e1c1194a495bfedde74813dd1d355ffd559c489a469f3a
synchronous-lr0.0028-beta20.98-seed43,synchronous,0.0028,0.98,43,complete,3.5809925928087516,408071168,synchronous-lr0.0028-beta20.98-seed43/attempt-001,3acdccc4262d2e8e2076510934614d60dc541b5d9e596c3913716052ba5fc10a
synchronous-lr0.0028-beta20.98-seed44,synchronous,0.0028,0.98,44,complete,3.58018156866681,408071168,synchronous-lr0.0028-beta20.98-seed44/attempt-001,c0228ee5b008371f292b4ce64eec15a92e4f70f50bcf09822116135203eab5c3
synchronous-lr0.0028-beta20.999-seed42,synchronous,0.0028,0.999,42,complete,3.5602638766922396,408071168,synchronous-lr0.0028-beta20.999-seed42/attempt-001,7ebcce3004bf159a321589089459c301543470d117de71fac7cb800ec48483aa
synchronous-lr0.0028-beta20.999-seed43,synchronous,0.0028,0.999,43,complete,3.5669181933329734,408071168,synchronous-lr0.0028-beta20.999-seed43/attempt-001,467b1df27997604157e7cde0d5bbc4a286cf04ca29fc89fed0c94fec542b21b3
synchronous-lr0.0028-beta20.999-seed44,synchronous,0.0028,0.999,44,complete,3.56592686741891,408071168,synchronous-lr0.0028-beta20.999-seed44/attempt-001,9a56ede7e231544d94e37c641c6ce498dccecdb09793d2bbd9a2aad8aec19646
synchronous-lr0.0030-beta20.95-seed42,synchronous,0.003,0.95,42,complete,3.611888434164541,408071168,synchronous-lr0.0030-beta20.95-seed42/attempt-001,e682bfbfdc40c625bc553546decb65be3fb5e440984340c58240d9d3b88636a7
synchronous-lr0.0030-beta20.95-seed43,synchronous,0.003,0.95,43,complete,3.6102078704450054,408071168,synchronous-lr0.0030-beta20.95-seed43/attempt-001,10d646a07e39f3d8be65199fe70d3a2a21c2fad976dba31979e323f2fad9b5c6
synchronous-lr0.0030-beta20.95-seed44,synchronous,0.003,0.95,44,complete,3.613589551115579,408071168,synchronous-lr0.0030-beta20.95-seed44/attempt-001,7ec347b503fad255a3063647a3e0c16f5225726d79996ec9fc283763fa791cd8
synchronous-lr0.0030-beta20.98-seed42,synchronous,0.003,0.98,42,complete,3.591042782972942,408071168,synchronous-lr0.0030-beta20.98-seed42/attempt-001,ec0af8f9ed8235f3b34be9d46203a185593cf1041373658e8148b85541fbe562
synchronous-lr0.0030-beta20.98-seed43,synchronous,0.003,0.98,43,complete,3.5819747087153644,408071168,synchronous-lr0.0030-beta20.98-seed43/attempt-001,d6b1afd0d1dd66f6b28dfbbaf68ebf54b787b06e7ebcdef3cfd152fdd9470599
synchronous-lr0.0030-beta20.98-seed44,synchronous,0.003,0.98,44,complete,3.594385402370095,408071168,synchronous-lr0.0030-beta20.98-seed44/attempt-001,0fd96f292308464a1268cc198e4a25877fbfc5f4296bf8d231319b417c65bb50
synchronous-lr0.0030-beta20.999-seed42,synchronous,0.003,0.999,42,complete,3.5685586299535865,408071168,synchronous-lr0.0030-beta20.999-seed42/attempt-001,c1fbc85640445b60478451ab846c7f746431ed72799762ae37ee56e396ca11da
synchronous-lr0.0030-beta20.999-seed43,synchronous,0.003,0.999,43,complete,3.570322128842884,408071168,synchronous-lr0.0030-beta20.999-seed43/attempt-001,613b5a020dc915986b1c629ad9489bb2c9891c63210f33ccb0b0151e5a5a0e14
synchronous-lr0.0030-beta20.999-seed44,synchronous,0.003,0.999,44,complete,3.5773486873135796,408071168,synchronous-lr0.0030-beta20.999-seed44/attempt-001,7a90091f1a3a9d2a06b0d410bbd22b6ae7cf57294bd40886840b731dfd0664de
packed-4-lr0.0048-beta20.95-seed42,packed-4,0.0048,0.95,42,complete,3.7532636680141476,408068096,packed-4-lr0.0048-beta20.95-seed42/attempt-001,6e3e90110963d34963a5a2ede5e3611b422fe9402712a3a3abdc7257f02ba67f
packed-4-lr0.0048-beta20.95-seed43,packed-4,0.0048,0.95,43,complete,3.7704486185682593,408068096,packed-4-lr0.0048-beta20.95-seed43/attempt-001,978b77ee2ca68cc3032626f57fbe670c38f65b39163411676b3c5b3bee8caf8b
packed-4-lr0.0048-beta20.95-seed44,packed-4,0.0048,0.95,44,complete,3.7644220267051804,408068096,packed-4-lr0.0048-beta20.95-seed44/attempt-001,cf89c7869b903f6be0a68a2a2c7b7094f4ea2eded9c86bd1f35e66ab49d103cd
packed-4-lr0.0048-beta20.98-seed42,packed-4,0.0048,0.98,42,complete,3.6556375448387213,408068096,packed-4-lr0.0048-beta20.98-seed42/attempt-001,68fed4087829f006493c1c8b71e4a4f7f5839a41e97e28a73252f796440c94c8
packed-4-lr0.0048-beta20.98-seed43,packed-4,0.0048,0.98,43,complete,3.6654760671908058,408068096,packed-4-lr0.0048-beta20.98-seed43/attempt-001,70b84d61f001f469232ebe586416b17c203d48dc093c8635898dc3c80de1091f
packed-4-lr0.0048-beta20.98-seed44,packed-4,0.0048,0.98,44,complete,3.668943266703681,408068096,packed-4-lr0.0048-beta20.98-seed44/attempt-001,3ea75b1ea59ad5d1d45b9a10d694dbd3a382284920184f58c118408b54f22965
packed-4-lr0.0048-beta20.999-seed42,packed-4,0.0048,0.999,42,complete,3.5810224842790896,408068096,packed-4-lr0.0048-beta20.999-seed42/attempt-001,57e5fb57c0303077f297d84378757c3f64df1d4740bf38723405728cc64be069
packed-4-lr0.0048-beta20.999-seed43,packed-4,0.0048,0.999,43,complete,3.5877444513867363,408068096,packed-4-lr0.0048-beta20.999-seed43/attempt-001,9234f5c3686782cecb1657518f57164b298e8bfa93574fd13aa9030c1311018d
packed-4-lr0.0048-beta20.999-seed44,packed-4,0.0048,0.999,44,complete,3.5947002186066257,408068096,packed-4-lr0.0048-beta20.999-seed44/attempt-001,2b0010dcab5bc6d62c453fca458be47a4e9188726acd000ffe589ab828b77b83
packed-4-lr0.0052-beta20.95-seed42,packed-4,0.0052,0.95,42,complete,3.760953899825842,408068096,packed-4-lr0.0052-beta20.95-seed42/attempt-001,bec587b84497426e8c5b891726eaafbd29328cf25d98c26b9f7f2216f14e465f
packed-4-lr0.0052-beta20.95-seed43,packed-4,0.0052,0.95,43,complete,3.764187859829149,408068096,packed-4-lr0.0052-beta20.95-seed43/attempt-001,86834d340d4cf017c1af4fb471c7b415a8e861c4317a563b1fce3714b4b5d47d
packed-4-lr0.0052-beta20.95-seed44,packed-4,0.0052,0.95,44,complete,3.75290339101557,408068096,packed-4-lr0.0052-beta20.95-seed44/attempt-001,52ef3b9857c6c956e11f54beace9d3bd17027760475aa04d431ac0a371611c16
packed-4-lr0.0052-beta20.98-seed42,packed-4,0.0052,0.98,42,complete,3.6677958337141097,408068096,packed-4-lr0.0052-beta20.98-seed42/attempt-001,8b6e0b7d2da04286b7a4ce4ff849a347fd9bdd83fa1e3bc5ccce30d953d1b72f
packed-4-lr0.0052-beta20.98-seed43,packed-4,0.0052,0.98,43,complete,3.669148473498919,408068096,packed-4-lr0.0052-beta20.98-seed43/attempt-001,8e38e76148f656908b3a373eaf567c135ed058c6ffe7102eea291b58d1f452e2
packed-4-lr0.0052-beta20.98-seed44,packed-4,0.0052,0.98,44,complete,3.6664623272539005,408068096,packed-4-lr0.0052-beta20.98-seed44/attempt-001,711d741d2bc0a9b8a2314d45b6f1d68d84ce6a74df322f2ba2b73be4bfc35c0b
packed-4-lr0.0052-beta20.999-seed42,packed-4,0.0052,0.999,42,complete,3.5879076955427753,408068096,packed-4-lr0.0052-beta20.999-seed42/attempt-001,add60ad34195eb2aa0c485167bcee3703b0bc956753a41d07405ed37a00b8a7f
packed-4-lr0.0052-beta20.999-seed43,packed-4,0.0052,0.999,43,complete,3.5906694459235116,408068096,packed-4-lr0.0052-beta20.999-seed43/attempt-001,9154e6ce55f926854b5e47883c193889ea937f2d58f6092479a140d79e504ed1
packed-4-lr0.0052-beta20.999-seed44,packed-4,0.0052,0.999,44,complete,3.5964565356128637,408068096,packed-4-lr0.0052-beta20.999-seed44/attempt-001,657d7ef659c397ed6da680fc572f7d8e9e9c8c27d0bcabd3554112310aca4308
packed-8-lr0.0048-beta20.95-seed42,packed-8,0.0048,0.95,42,complete,3.915006230946106,408068096,packed-8-lr0.0048-beta20.95-seed42/attempt-001,ec7057b668c7a5e3a2adba975e1a9f4adc530bcfaf535fd298f5193bb3d29a1b
packed-8-lr0.0048-beta20.95-seed43,packed-8,0.0048,0.95,43,complete,3.916594454184709,408068096,packed-8-lr0.0048-beta20.95-seed43/attempt-001,a657597a87ff2cdd4a18497593d567c24298465da35b0e1ee153e0862a84f496
packed-8-lr0.0048-beta20.95-seed44,packed-8,0.0048,0.95,44,complete,3.9202105954496558,408068096,packed-8-lr0.0048-beta20.95-seed44/attempt-001,d30929a178e6e1b7e9d8bd46765aa00aede2d36766f2410a4ed0f9e75b373493
packed-8-lr0.0048-beta20.98-seed42,packed-8,0.0048,0.98,42,complete,3.7584901649800986,408068096,packed-8-lr0.0048-beta20.98-seed42/attempt-001,abee99b7247e75cf4261d9842530266408f3fafbafb15f32cd09ca7583973fef
packed-8-lr0.0048-beta20.98-seed43,packed-8,0.0048,0.98,43,complete,3.7768849623596656,408068096,packed-8-lr0.0048-beta20.98-seed43/attempt-001,4f6f8c9597d047dcd842b9fd861241e2e0f786deab01cdf01a8f5912639ef332
packed-8-lr0.0048-beta20.98-seed44,packed-8,0.0048,0.98,44,complete,3.7673633566111158,408068096,packed-8-lr0.0048-beta20.98-seed44/attempt-001,930774f6ac48b4e80b04e06ecd86932b0efd7f1b55f670aee3a8ef0a60b04d44
packed-8-lr0.0048-beta20.999-seed42,packed-8,0.0048,0.999,42,complete,3.6196119885431837,408068096,packed-8-lr0.0048-beta20.999-seed42/attempt-001,2709cd72e2f25dbf77bbc7ffca304a5b61e5baeb13e968cfbcfc98fffd5d2a4e
packed-8-lr0.0048-beta20.999-seed43,packed-8,0.0048,0.999,43,complete,3.6332520005642412,408068096,packed-8-lr0.0048-beta20.999-seed43/attempt-001,4aabc4b083b170c7739910a37b2dfdae7670c087cfcd8d4a2a3cb0c8d500e6bb
packed-8-lr0.0048-beta20.999-seed44,packed-8,0.0048,0.999,44,complete,3.6237526681390153,408068096,packed-8-lr0.0048-beta20.999-seed44/attempt-001,d1203222ce7709faf399935c4316cc5f92cfcd8dbe639a9a5d60bcb7defef083
packed-8-lr0.0052-beta20.95-seed42,packed-8,0.0052,0.95,42,complete,3.900668609165505,408068096,packed-8-lr0.0052-beta20.95-seed42/attempt-001,abc2f13914eeb0f990238a309bc38b58c530ee8f97d9d06b8b8bafd08f484e14
packed-8-lr0.0052-beta20.95-seed43,packed-8,0.0052,0.95,43,complete,3.9214143573550273,408068096,packed-8-lr0.0052-beta20.95-seed43/attempt-001,72fb1bbb33ba388f0d991139630b513caa62c8d1b2a259ab6c628c0e769750a6
packed-8-lr0.0052-beta20.95-seed44,packed-8,0.0052,0.95,44,complete,3.912115888347086,408068096,packed-8-lr0.0052-beta20.95-seed44/attempt-001,e46cf071e93ef50805192fe7adbfecc8f74e2c7543dd6242c5784d0d7dc61445
packed-8-lr0.0052-beta20.98-seed42,packed-8,0.0052,0.98,42,complete,3.7599046033440837,408068096,packed-8-lr0.0052-beta20.98-seed42/attempt-001,a624ae181c03cf244163930d6daeaafea49632ebb9677f623995cb183b851390
packed-8-lr0.0052-beta20.98-seed43,packed-8,0.0052,0.98,43,complete,3.769595741777101,408068096,packed-8-lr0.0052-beta20.98-seed43/attempt-001,380e4b28993dbbcc0aa0a34dea7db25248b80e5fb1d802a71b72364edde4beca
packed-8-lr0.0052-beta20.98-seed44,packed-8,0.0052,0.98,44,complete,3.760263026452015,408068096,packed-8-lr0.0052-beta20.98-seed44/attempt-001,1aed47939ba9d0877b04bd2a727c9f78e415f7bfad07956cc0b839458719ddff
packed-8-lr0.0052-beta20.999-seed42,packed-8,0.0052,0.999,42,complete,3.616152316823034,408068096,packed-8-lr0.0052-beta20.999-seed42/attempt-001,96a7b4f1f4d05519bd2ebcc993f0f2c1590b9d19f3adde3349d3100cbf442e55
packed-8-lr0.0052-beta20.999-seed43,packed-8,0.0052,0.999,43,complete,3.6377318328226185,408068096,packed-8-lr0.0052-beta20.999-seed43/attempt-001,21528ad507eaf47c2c5ab29e5c195ce6520f4d0f2afb337c7d74794a0b8009ed
packed-8-lr0.0052-beta20.999-seed44,packed-8,0.0052,0.999,44,complete,3.618118504678801,408068096,packed-8-lr0.0052-beta20.999-seed44/attempt-001,9621b10dcbf8bd08f17335b5b833589bfef986e27f5137d9f69543cf3279ac18
